Invoice_ID,Sale_Date,Year,Month,Company,Car_Model,Engine_CC,Fuel_Type,Horsepower_HP,Top_Speed_KMH,Seats,City,Salesperson,Quantity,Unit_Price_INR,GST_Percent,GST_Amount_INR,Total_Amount_INR
INV10926,22-12-2024,2024,December,Mercedes,C-Class,1999,Petrol,255,250,5,Delhi,Riya,2,6049497,28,3387718.32,15486712.32
INV10927,23-12-2024,2024,December,Mercedes,C-Class,1999,Petrol,255,250,5,Delhi,Priya,2,6094349,28,3412835.44,15601533.44
INV10928,23-12-2024,2024,December,BMW,X5,2998,Petrol,335,243,5,Pune,Riya,2,9605017,28,5378809.52,24588843.52
INV10929,24-12-2024,2024,December,Toyota,Fortuner,2755,Diesel,201,190,7,Chennai,Rahul,1,4384509,28,1227662.52,5612171.52
INV10930,24-12-2024,2024,December,Mahindra,Thar,2184,Diesel,130,155,4,Bangalore,Neha,2,1825162,28,1022090.72,4672414.72
INV10931,26-12-2024,2024,December,BMW,X5,2998,Petrol,335,243,5,Delhi,Mehul,2,9739127,28,5453911.12,24932165.12
INV10932,26-12-2024,2024,December,Mercedes,C-Class,1999,Petrol,255,250,5,Hyderabad,Priya,2,6164855,28,3452318.8,15782028.8
INV10933,26-12-2024,2024,December,Mahindra,Thar,2184,Diesel,130,155,4,Delhi,Rahul,1,1522951,28,426426.28,1949377.28
INV10934,28-12-2024,2024,December,Mahindra,Thar,2184,Diesel,130,155,4,Mumbai,Amit,2,1600462,28,896258.72,4097182.72
INV10935,28-12-2024,2024,December,Toyota,Fortuner,2755,Diesel,201,190,7,Pune,Amit,2,4325681,28,2422381.36,11073743.36
INV10936,28-12-2024,2024,December,Mercedes,C-Class,1999,Petrol,255,250,5,Mumbai,Amit,1,6267694,28,1754954.32,8022648.32
INV10937,29-12-2024,2024,December,Toyota,Fortuner,2755,Diesel,201,190,7,Ahmedabad,Neha,1,4295397,28,1202711.16,5498108.16
INV10938,29-12-2024,2024,December,Toyota,Fortuner,2755,Diesel,201,190,7,Ahmedabad,Mehul,2,4421423,28,2475996.88,11318842.88
INV10939,29-12-2024,2024,December,Mercedes,C-Class,1999,Petrol,255,250,5,Mumbai,Vikas,1,6334984,28,1773795.52,8108779.52
INV10940,31-12-2024,2024,December,Mahindra,Thar,2184,Diesel,130,155,4,Bangalore,Riya,1,1880198,28,526455.44,2406653.44
INV10941,01-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Bangalore,Mehul,1,9725876,28,2723245.28,12449121.28
INV10942,01-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Mumbai,Mehul,2,9841175,28,5511058,25193408
INV10943,01-01-2025,2025,January,Mercedes,C-Class,1999,Petrol,255,250,5,Chennai,Priya,2,6318338,28,3538269.28,16174945.28
INV10944,02-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Hyderabad,Rahul,2,9714604,28,5440178.24,24869386.24
INV10945,03-01-2025,2025,January,Mercedes,C-Class,1999,Petrol,255,250,5,Hyderabad,Neha,2,6238401,28,3493504.56,15970306.56
INV10946,03-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Hyderabad,Mehul,2,4430563,28,2481115.28,11342241.28
INV10947,03-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Pune,Neha,1,9646641,28,2701059.48,12347700.48
INV10948,04-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Ahmedabad,Vikas,2,4050102,28,2268057.12,10368261.12
INV10949,04-01-2025,2025,January,Mahindra,Thar,2184,Diesel,130,155,4,Ahmedabad,Vikas,1,1658251,28,464310.28,2122561.28
INV10950,04-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Ahmedabad,Vikas,1,9615100,28,2692228,12307328
INV10951,04-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Surat,Neha,1,9469784,28,2651539.52,12121323.52
INV10952,04-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Hyderabad,Mehul,1,9588930,28,2684900.4,12273830.4
INV10953,05-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Mumbai,Mehul,2,9607444,28,5380168.64,24595056.64
INV10954,05-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Mumbai,Neha,1,4434966,28,1241790.48,5676756.48
INV10955,05-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Mumbai,Mehul,1,4305997,28,1205679.16,5511676.16
INV10956,06-01-2025,2025,January,Mahindra,Thar,2184,Diesel,130,155,4,Ahmedabad,Neha,2,1541144,28,863040.64,3945328.64
INV10957,06-01-2025,2025,January,Mercedes,C-Class,1999,Petrol,255,250,5,Mumbai,Sneha,2,6168377,28,3454291.12,15791045.12
INV10958,08-01-2025,2025,January,Mahindra,Thar,2184,Diesel,130,155,4,Ahmedabad,Neha,2,1774927,28,993959.12,4543813.12
INV10959,08-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Bangalore,Rahul,2,9713403,28,5439505.68,24866311.68
INV10960,08-01-2025,2025,January,Mahindra,Thar,2184,Diesel,130,155,4,Mumbai,Sneha,2,1733631,28,970833.36,4438095.36
INV10961,09-01-2025,2025,January,Mercedes,C-Class,1999,Petrol,255,250,5,Delhi,Neha,2,6027601,28,3375456.56,15430658.56
INV10962,09-01-2025,2025,January,Mahindra,Thar,2184,Diesel,130,155,4,Ahmedabad,Riya,2,1799599,28,1007775.44,4606973.44
INV10963,09-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Chennai,Riya,2,4094605,28,2292978.8,10482188.8
INV10964,10-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Bangalore,Karan,1,9702141,28,2716599.48,12418740.48
INV10965,10-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Bangalore,Sneha,1,4344213,28,1216379.64,5560592.64
INV10966,10-01-2025,2025,January,Mahindra,Thar,2184,Diesel,130,155,4,Hyderabad,Mehul,2,1725478,28,966267.68,4417223.68
INV10967,11-01-2025,2025,January,Mahindra,Thar,2184,Diesel,130,155,4,Hyderabad,Neha,2,1722057,28,964351.92,4408465.92
INV10968,11-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Ahmedabad,Vikas,2,9630630,28,5393152.8,24654412.8
INV10969,12-01-2025,2025,January,Mercedes,C-Class,1999,Petrol,255,250,5,Delhi,Karan,2,6276726,28,3514966.56,16068418.56
INV10970,12-01-2025,2025,January,Mahindra,Thar,2184,Diesel,130,155,4,Hyderabad,Rahul,1,1604692,28,449313.76,2054005.76
INV10971,12-01-2025,2025,January,Mahindra,Thar,2184,Diesel,130,155,4,Ahmedabad,Sneha,1,1887753,28,528570.84,2416323.84
INV10972,13-01-2025,2025,January,Mercedes,C-Class,1999,Petrol,255,250,5,Mumbai,Vikas,1,6129973,28,1716392.44,7846365.44
INV10973,14-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Bangalore,Riya,1,4223998,28,1182719.44,5406717.44
INV10974,14-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Pune,Riya,1,9736483,28,2726215.24,12462698.24
INV10975,14-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Ahmedabad,Arjun,1,4414417,28,1236036.76,5650453.76
INV10976,16-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Bangalore,Mehul,1,9598904,28,2687693.12,12286597.12
INV10977,16-01-2025,2025,January,Mercedes,C-Class,1999,Petrol,255,250,5,Ahmedabad,Priya,1,6193773,28,1734256.44,7928029.44
INV10978,17-01-2025,2025,January,Mercedes,C-Class,1999,Petrol,255,250,5,Ahmedabad,Vikas,2,6006566,28,3363676.96,15376808.96
INV10979,17-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Mumbai,Neha,1,4249597,28,1189887.16,5439484.16
INV10980,17-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Bangalore,Riya,1,4147736,28,1161366.08,5309102.08
INV10981,18-01-2025,2025,January,Mahindra,Thar,2184,Diesel,130,155,4,Pune,Neha,1,1629704,28,456317.12,2086021.12
INV10982,18-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Delhi,Amit,2,4440275,28,2486554,11367104
INV10983,18-01-2025,2025,January,Mercedes,C-Class,1999,Petrol,255,250,5,Pune,Sneha,2,6136320,28,3436339.2,15708979.2
INV10984,18-01-2025,2025,January,Mercedes,C-Class,1999,Petrol,255,250,5,Pune,Arjun,1,6278095,28,1757866.6,8035961.6
INV10985,18-01-2025,2025,January,Mahindra,Thar,2184,Diesel,130,155,4,Delhi,Neha,2,1618270,28,906231.2,4142771.2
INV10986,19-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Chennai,Riya,1,9832672,28,2753148.16,12585820.16
INV10987,19-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Delhi,Arjun,2,9576018,28,5362570.08,24514606.08
INV10988,19-01-2025,2025,January,Mercedes,C-Class,1999,Petrol,255,250,5,Delhi,Sneha,2,6185494,28,3463876.64,15834864.64
INV10989,19-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Pune,Riya,1,9522409,28,2666274.52,12188683.52
INV10990,19-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Delhi,Neha,2,9526101,28,5334616.56,24386818.56
INV10991,22-01-2025,2025,January,Mercedes,C-Class,1999,Petrol,255,250,5,Ahmedabad,Neha,1,6331199,28,1772735.72,8103934.72
INV10992,23-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Pune,Rahul,2,4282261,28,2398066.16,10962588.16
INV10993,23-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Delhi,Amit,1,9518967,28,2665310.76,12184277.76
INV10994,23-01-2025,2025,January,Mercedes,C-Class,1999,Petrol,255,250,5,Bangalore,Sneha,1,6262664,28,1753545.92,8016209.92
INV10995,25-01-2025,2025,January,Mahindra,Thar,2184,Diesel,130,155,4,Surat,Neha,2,1570300,28,879368,4019968
INV10996,25-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Surat,Rahul,2,9707659,28,5436289.04,24851607.04
INV10997,25-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Ahmedabad,Arjun,1,9568632,28,2679216.96,12247848.96
INV10998,25-01-2025,2025,January,Mahindra,Thar,2184,Diesel,130,155,4,Bangalore,Sneha,2,1716554,28,961270.24,4394378.24
INV10999,26-01-2025,2025,January,Mahindra,Thar,2184,Diesel,130,155,4,Surat,Neha,1,1730311,28,484487.08,2214798.08
INV11000,26-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Chennai,Amit,1,4274162,28,1196765.36,5470927.36
INV11001,26-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Ahmedabad,Riya,2,4256648,28,2383722.88,10897018.88
INV11002,28-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Chennai,Amit,1,4178828,28,1170071.84,5348899.84
INV11003,28-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Pune,Karan,1,4149536,28,1161870.08,5311406.08
INV11004,28-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Surat,Rahul,2,4199901,28,2351944.56,10751746.56
INV11005,29-01-2025,2025,January,Mercedes,C-Class,1999,Petrol,255,250,5,Delhi,Karan,1,6311734,28,1767285.52,8079019.52
INV11006,29-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Mumbai,Rahul,1,4428875,28,1240085,5668960
INV11007,29-01-2025,2025,January,BMW,X5,2998,Petrol,335,243,5,Hyderabad,Karan,2,9666824,28,5413421.44,24747069.44
INV11008,31-01-2025,2025,January,Toyota,Fortuner,2755,Diesel,201,190,7,Mumbai,Vikas,1,4288384,28,1200747.52,5489131.52
INV11009,01-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Mumbai,Karan,1,9497810,28,2659386.8,12157196.8
INV11010,01-02-2025,2025,February,Mercedes,C-Class,1999,Petrol,255,250,5,Chennai,Riya,1,6224631,28,1742896.68,7967527.68
INV11011,01-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Chennai,Amit,2,9738539,28,5453581.84,24930659.84
INV11012,01-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Delhi,Rahul,2,9746480,28,5458028.8,24950988.8
INV11013,02-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Pune,Vikas,1,9669981,28,2707594.68,12377575.68
INV11014,02-02-2025,2025,February,Toyota,Fortuner,2755,Diesel,201,190,7,Delhi,Priya,2,4378441,28,2451926.96,11208808.96
INV11015,02-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Pune,Amit,1,9451852,28,2646518.56,12098370.56
INV11016,03-02-2025,2025,February,Toyota,Fortuner,2755,Diesel,201,190,7,Ahmedabad,Mehul,2,4334951,28,2427572.56,11097474.56
INV11017,03-02-2025,2025,February,Toyota,Fortuner,2755,Diesel,201,190,7,Surat,Karan,1,4163704,28,1165837.12,5329541.12
INV11018,03-02-2025,2025,February,Toyota,Fortuner,2755,Diesel,201,190,7,Ahmedabad,Sneha,2,4091631,28,2291313.36,10474575.36
INV11019,04-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Delhi,Amit,1,9546909,28,2673134.52,12220043.52
INV11020,04-02-2025,2025,February,Mercedes,C-Class,1999,Petrol,255,250,5,Ahmedabad,Mehul,1,6026218,28,1687341.04,7713559.04
INV11021,05-02-2025,2025,February,Mercedes,C-Class,1999,Petrol,255,250,5,Mumbai,Arjun,1,5975706,28,1673197.68,7648903.68
INV11022,05-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Pune,Mehul,1,9802368,28,2744663.04,12547031.04
INV11023,06-02-2025,2025,February,Toyota,Fortuner,2755,Diesel,201,190,7,Mumbai,Vikas,2,4068790,28,2278522.4,10416102.4
INV11024,07-02-2025,2025,February,Mercedes,C-Class,1999,Petrol,255,250,5,Chennai,Riya,2,5985476,28,3351866.56,15322818.56
INV11025,07-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Delhi,Priya,2,1746843,28,978232.08,4471918.08
INV11026,08-02-2025,2025,February,Mercedes,C-Class,1999,Petrol,255,250,5,Bangalore,Sneha,2,6225065,28,3486036.4,15936166.4
INV11027,08-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Mumbai,Karan,1,1799560,28,503876.8,2303436.8
INV11028,08-02-2025,2025,February,Mercedes,C-Class,1999,Petrol,255,250,5,Hyderabad,Vikas,2,6269209,28,3510757.04,16049175.04
INV11029,08-02-2025,2025,February,Mercedes,C-Class,1999,Petrol,255,250,5,Surat,Riya,1,6272064,28,1756177.92,8028241.92
INV11030,09-02-2025,2025,February,Toyota,Fortuner,2755,Diesel,201,190,7,Bangalore,Vikas,1,4369504,28,1223461.12,5592965.12
INV11031,09-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Ahmedabad,Karan,1,9511974,28,2663352.72,12175326.72
INV11032,09-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Chennai,Arjun,1,1822598,28,510327.44,2332925.44
INV11033,09-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Bangalore,Amit,2,1683317,28,942657.52,4309291.52
INV11034,09-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Mumbai,Vikas,2,9583388,28,5366697.28,24533473.28
INV11035,10-02-2025,2025,February,Mercedes,C-Class,1999,Petrol,255,250,5,Hyderabad,Neha,1,6009683,28,1682711.24,7692394.24
INV11036,10-02-2025,2025,February,Toyota,Fortuner,2755,Diesel,201,190,7,Bangalore,Neha,1,4142080,28,1159782.4,5301862.4
INV11037,11-02-2025,2025,February,Toyota,Fortuner,2755,Diesel,201,190,7,Delhi,Karan,2,4068642,28,2278439.52,10415723.52
INV11038,11-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Hyderabad,Karan,2,9731525,28,5449654,24912704
INV11039,12-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Hyderabad,Riya,2,1796192,28,1005867.52,4598251.52
INV11040,12-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Hyderabad,Neha,1,1802722,28,504762.16,2307484.16
INV11041,12-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Ahmedabad,Neha,1,1647041,28,461171.48,2108212.48
INV11042,13-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Mumbai,Vikas,2,9548240,28,5347014.4,24443494.4
INV11043,13-02-2025,2025,February,Mercedes,C-Class,1999,Petrol,255,250,5,Chennai,Priya,1,6092342,28,1705855.76,7798197.76
INV11044,13-02-2025,2025,February,Toyota,Fortuner,2755,Diesel,201,190,7,Surat,Vikas,1,4244816,28,1188548.48,5433364.48
INV11045,14-02-2025,2025,February,Mercedes,C-Class,1999,Petrol,255,250,5,Hyderabad,Amit,1,6008841,28,1682475.48,7691316.48
INV11046,15-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Ahmedabad,Karan,2,1765286,28,988560.16,4519132.16
INV11047,15-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Surat,Riya,1,9628318,28,2695929.04,12324247.04
INV11048,15-02-2025,2025,February,Mercedes,C-Class,1999,Petrol,255,250,5,Mumbai,Riya,2,6025127,28,3374071.12,15424325.12
INV11049,16-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Chennai,Riya,1,9690841,28,2713435.48,12404276.48
INV11050,16-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Ahmedabad,Mehul,1,1663043,28,465652.04,2128695.04
INV11051,16-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Ahmedabad,Priya,2,1744777,28,977075.12,4466629.12
INV11052,17-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Bangalore,Neha,2,1834941,28,1027566.96,4697448.96
INV11053,17-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Pune,Riya,1,9600243,28,2688068.04,12288311.04
INV11054,18-02-2025,2025,February,Toyota,Fortuner,2755,Diesel,201,190,7,Delhi,Rahul,1,4192949,28,1174025.72,5366974.72
INV11055,18-02-2025,2025,February,Mercedes,C-Class,1999,Petrol,255,250,5,Mumbai,Sneha,1,5957998,28,1668239.44,7626237.44
INV11056,19-02-2025,2025,February,Mercedes,C-Class,1999,Petrol,255,250,5,Pune,Mehul,2,6024216,28,3373560.96,15421992.96
INV11057,19-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Pune,Mehul,1,9487351,28,2656458.28,12143809.28
INV11058,20-02-2025,2025,February,Toyota,Fortuner,2755,Diesel,201,190,7,Ahmedabad,Karan,1,4118196,28,1153094.88,5271290.88
INV11059,20-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Ahmedabad,Priya,1,1701116,28,476312.48,2177428.48
INV11060,21-02-2025,2025,February,Toyota,Fortuner,2755,Diesel,201,190,7,Surat,Mehul,1,4419454,28,1237447.12,5656901.12
INV11061,21-02-2025,2025,February,Mercedes,C-Class,1999,Petrol,255,250,5,Bangalore,Riya,2,6124237,28,3429572.72,15678046.72
INV11062,21-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Delhi,Priya,2,1797685,28,1006703.6,4602073.6
INV11063,22-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Surat,Karan,2,1662734,28,931131.04,4256599.04
INV11064,22-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Pune,Neha,1,9525351,28,2667098.28,12192449.28
INV11065,22-02-2025,2025,February,Toyota,Fortuner,2755,Diesel,201,190,7,Hyderabad,Neha,1,4416799,28,1236703.72,5653502.72
INV11066,22-02-2025,2025,February,Toyota,Fortuner,2755,Diesel,201,190,7,Mumbai,Karan,2,4065867,28,2276885.52,10408619.52
INV11067,22-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Surat,Rahul,2,1750951,28,980532.56,4482434.56
INV11068,23-02-2025,2025,February,Mercedes,C-Class,1999,Petrol,255,250,5,Mumbai,Arjun,1,6216311,28,1740567.08,7956878.08
INV11069,23-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Mumbai,Vikas,2,1791582,28,1003285.92,4586449.92
INV11070,23-02-2025,2025,February,Toyota,Fortuner,2755,Diesel,201,190,7,Chennai,Sneha,2,4359610,28,2441381.6,11160601.6
INV11071,23-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Chennai,Priya,1,9702903,28,2716812.84,12419715.84
INV11072,24-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Hyderabad,Riya,2,9678250,28,5419820,24776320
INV11073,24-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Mumbai,Mehul,1,9797399,28,2743271.72,12540670.72
INV11074,25-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Mumbai,Karan,2,1670591,28,935530.96,4276712.96
INV11075,25-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Mumbai,Mehul,2,9662752,28,5411141.12,24736645.12
INV11076,25-02-2025,2025,February,Mahindra,Thar,2184,Diesel,130,155,4,Surat,Amit,2,1671656,28,936127.36,4279439.36
INV11077,27-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Delhi,Rahul,1,9846926,28,2757139.28,12604065.28
INV11078,28-02-2025,2025,February,Mercedes,C-Class,1999,Petrol,255,250,5,Surat,Sneha,2,6272737,28,3512732.72,16058206.72
INV11079,28-02-2025,2025,February,BMW,X5,2998,Petrol,335,243,5,Pune,Arjun,2,9607147,28,5380002.32,24594296.32
INV11080,28-02-2025,2025,February,Mercedes,C-Class,1999,Petrol,255,250,5,Ahmedabad,Mehul,1,6255516,28,1751544.48,8007060.48
INV11081,01-03-2025,2025,March,BMW,X5,2998,Petrol,335,243,5,Hyderabad,Riya,2,9482721,28,5310323.76,24275765.76
INV11082,01-03-2025,2025,March,Mahindra,Thar,2184,Diesel,130,155,4,Hyderabad,Priya,1,1868760,28,523252.8,2392012.8
INV11083,01-03-2025,2025,March,Mercedes,C-Class,1999,Petrol,255,250,5,Chennai,Mehul,1,6073334,28,1700533.52,7773867.52
INV11084,01-03-2025,2025,March,Toyota,Fortuner,2755,Diesel,201,190,7,Chennai,Arjun,2,4423174,28,2476977.44,11323325.44
INV11085,01-03-2025,2025,March,Toyota,Fortuner,2755,Diesel,201,190,7,Bangalore,Rahul,2,4335799,28,2428047.44,11099645.44
INV11086,02-03-2025,2025,March,BMW,X5,2998,Petrol,335,243,5,Chennai,Neha,1,9741200,28,2727536,12468736
INV11087,02-03-2025,2025,March,Toyota,Fortuner,2755,Diesel,201,190,7,Delhi,Rahul,1,4201241,28,1176347.48,5377588.48
INV11088,02-03-2025,2025,March,Mahindra,Thar,2184,Diesel,130,155,4,Ahmedabad,Rahul,1,1839942,28,515183.76,2355125.76
INV11089,02-03-2025,2025,March,Toyota,Fortuner,2755,Diesel,201,190,7,Mumbai,Rahul,2,4121185,28,2307863.6,10550233.6
INV11090,02-03-2025,2025,March,Toyota,Fortuner,2755,Diesel,201,190,7,Chennai,Mehul,2,4414584,28,2472167.04,11301335.04
INV11091,03-03-2025,2025,March,Toyota,Fortuner,2755,Diesel,201,190,7,Surat,Arjun,2,4339433,28,2430082.48,11108948.48
INV11092,04-03-2025,2025,March,BMW,X5,2998,Petrol,335,243,5,Ahmedabad,Mehul,1,9672702,28,2708356.56,12381058.56
INV11093,04-03-2025,2025,March,Toyota,Fortuner,2755,Diesel,201,190,7,Pune,Arjun,1,4423361,28,1238541.08,5661902.08
INV11094,05-03-2025,2025,March,Mahindra,Thar,2184,Diesel,130,155,4,Surat,Neha,1,1797874,28,503404.72,2301278.72
INV11095,05-03-2025,2025,March,Mahindra,Thar,2184,Diesel,130,155,4,Mumbai,Rahul,2,1862019,28,1042730.64,4766768.64
INV11096,06-03-2025,2025,March,Toyota,Fortuner,2755,Diesel,201,190,7,Mumbai,Sneha,1,4324389,28,1210828.92,5535217.92
INV11097,06-03-2025,2025,March,Toyota,Fortuner,2755,Diesel,201,190,7,Pune,Mehul,1,4408651,28,1234422.28,5643073.28
INV11098,08-03-2025,2025,March,Mahindra,Thar,2184,Diesel,130,155,4,Surat,Mehul,2,1738044,28,973304.64,4449392.64
INV11099,08-03-2025,2025,March,Mercedes,C-Class,1999,Petrol,255,250,5,Pune,Vikas,2,6135028,28,3435615.68,15705671.68
INV11100,08-03-2025,2025,March,BMW,X5,2998,Petrol,335,243,5,Pune,Mehul,1,9814406,28,2748033.68,12562439.68
INV11101,08-03-2025,2025,March,Mercedes,C-Class,1999,Petrol,255,250,5,Surat,Mehul,1,6279934,28,1758381.52,8038315.52
INV11102,09-03-2025,2025,March,Mahindra,Thar,2184,Diesel,130,155,4,Ahmedabad,Vikas,2,1886599,28,1056495.44,4829693.44
INV11103,09-03-2025,2025,March,Toyota,Fortuner,2755,Diesel,201,190,7,Mumbai,Vikas,1,4116490,28,1152617.2,5269107.2
INV11104,09-03-2025,2025,March,Mercedes,C-Class,1999,Petrol,255,250,5,Pune,Vikas,1,6272855,28,1756399.4,8029254.4
INV11105,10-03-2025,2025,March,Mahindra,Thar,2184,Diesel,130,155,4,Delhi,Mehul,1,1816576,28,508641.28,2325217.28
INV11106,10-03-2025,2025,March,BMW,X5,2998,Petrol,335,243,5,Delhi,Vikas,2,9643864,28,5400563.84,24688291.84
INV11107,11-03-2025,2025,March,Toyota,Fortuner,2755,Diesel,201,190,7,Ahmedabad,Neha,1,4326503,28,1211420.84,5537923.84
INV11108,13-03-2025,2025,March,BMW,X5,2998,Petrol,335,243,5,Chennai,Arjun,2,9844663,28,5513011.28,25202337.28
INV11109,14-03-2025,2025,March,Toyota,Fortuner,2755,Diesel,201,190,7,Hyderabad,Amit,1,4160549,28,1164953.72,5325502.72
INV11110,15-03-2025,2025,March,Mahindra,Thar,2184,Diesel,130,155,4,Surat,Arjun,1,1587870,28,444603.6,2032473.6
INV11111,15-03-2025,2025,March,Toyota,Fortuner,2755,Diesel,201,190,7,Bangalore,Arjun,2,4299700,28,2407832,11007232
INV11112,15-03-2025,2025,March,Toyota,Fortuner,2755,Diesel,201,190,7,Delhi,Riya,2,4187691,28,2345106.96,10720488.96
INV11113,15-03-2025,2025,March,Toyota,Fortuner,2755,Diesel,201,190,7,Surat,Arjun,1,4201410,28,1176394.8,5377804.8
INV11114,16-03-2025,2025,March,Mahindra,Thar,2184,Diesel,130,155,4,Hyderabad,Arjun,1,1778550,28,497994,2276544
INV11115,16-03-2025,2025,March,Mercedes,C-Class,1999,Petrol,255,250,5,Pune,Priya,2,6091728,28,3411367.68,15594823.68
INV11116,16-03-2025,2025,March,Mercedes,C-Class,1999,Petrol,255,250,5,Bangalore,Mehul,2,6191753,28,3467381.68,15850887.68
INV11117,16-03-2025,2025,March,BMW,X5,2998,Petrol,335,243,5,Delhi,Neha,2,9805319,28,5490978.64,25101616.64
INV11118,21-03-2025,2025,March,Mahindra,Thar,2184,Diesel,130,155,4,Surat,Neha,1,1859399,28,520631.72,2380030.72
INV11119,21-03-2025,2025,March,BMW,X5,2998,Petrol,335,243,5,Bangalore,Amit,2,9582066,28,5365956.96,24530088.96
INV11120,21-03-2025,2025,March,Mahindra,Thar,2184,Diesel,130,155,4,Bangalore,Mehul,1,1529822,28,428350.16,1958172.16
INV11121,22-03-2025,2025,March,Mahindra,Thar,2184,Diesel,130,155,4,Delhi,Arjun,1,1817029,28,508768.12,2325797.12
